Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,pH_Status,Moisture_Status,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,Organic_1,Organic_2,Organic_3,pH_Amendment,Moisture_Action,Model_Prediction
17.75,69.34,49.12,Loamy,Tea,58,51,140,6.73,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Neem cake,Banana peel compost,Neem cake,Maintain pH,Maintain moisture,DAP
23.34,50.52,29.85,Loamy,Groundnut,32,16,43,6.34,Optimal,Deficient,Deficient,Deficient,Optimal,Ammonium Sulphate,SSP,Neem cake,Rock phosphate,FYM,Maintain pH,Irrigation,Ammonium Sulphate
31.72,47.41,78.57,Loamy,Millets,2,90,88,6.89,Optimal,Excess,Deficient,Excess,Optimal,Urea (small doses),MOP,FYM,Banana peel powder,Wood ash,Maintain pH,Drainage,Urea (small doses)
27.33,36.68,40.65,Clayey,Rice,60,4,61,6.17,Optimal,Optimal,Optimal,Deficient,Optimal,TSP,SSP,Rock phosphate,Wood ash,Banana pseudostem compost,Maintain pH,Maintain moisture,TSP
22.16,74.76,69.97,Clayey,Groundnut,61,92,90,6.04,Optimal,Optimal,Optimal,Excess,Optimal,DAP,MOP,Banana compost,Banana compost,Banana compost,Maintain pH,Maintain moisture,DAP
27.54,38.98,18.1,Clayey,Maize,86,72,1,5.85,Acidic,Deficient,Optimal,Optimal,Deficient,MOP,DAP,Banana stem compost,PSB,Green manure,Lime,Irrigation,MOP
20.05,82.33,38.72,Clayey,Wheat,33,94,162,5.66,Acidic,Optimal,Deficient,Excess,Excess,CAN,SOP,Mustard cake,Azotobacter,Rock phosphate,Lime,Maintain moisture,CAN
32.58,45.64,39.98,Loamy,Cotton,62,85,57,6.87,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Banana peel compost,FYM,Poultry manure,Maintain pH,Maintain moisture,DAP
25.96,48.75,42.46,Clayey,Soybean,16,77,177,6.67,Optimal,Optimal,Deficient,Optimal,Excess,DAP starter,MOP,FYM,Bone meal,Wood ash,Maintain pH,Maintain moisture,DAP starter
22.02,60.54,37.78,Clayey,Maize,12,92,40,6.19,Optimal,Optimal,Deficient,Excess,Optimal,CAN,SOP,FYM,PSB,Banana stem compost,Maintain pH,Maintain moisture,CAN
20.19,45.08,80.92,Loamy,Coffee,59,49,145,6.98,Optimal,Excess,Optimal,Optimal,Excess,DAP,SSP,Rock phosphate,Oilseed cakes,FYM,Maintain pH,Drainage,DAP
26.87,69.45,78.31,Sandy,Rice,68,38,35,6.94,Optimal,Excess,Optimal,Optimal,Deficient,SOP,TSP,Banana pseudostem compost,Banana pseudostem compost,Azolla,Maintain pH,Drainage,SOP
35.47,42.15,35.67,Loamy,Millets,95,58,159,7.09,Optimal,Optimal,Optimal,Optimal,Excess,DAP,MOP,FYM,Wood ash,Banana peel powder,Maintain pH,Maintain moisture,DAP
20.89,65.65,78.45,Sandy,Soybean,107,34,5,8.5,Alkaline,Excess,Excess,Deficient,Deficient,MOP,DAP,Bone meal,Wood ash,Rhizobium inoculation,Gypsum,Drainage,MOP
21.15,94.15,31.28,Loamy,Pulses,106,29,174,6.89,Optimal,Optimal,Excess,Deficient,Excess,SSP,MOP,Poultry manure,Banana waste,Poultry manure,Maintain pH,Maintain moisture,SSP
25.29,86.64,34.63,Loamy,Cotton,59,38,17,6.85,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,SSP,Banana peel compost,Poultry manure,Oil cakes,Maintain pH,Maintain moisture,MOP
18.72,71.85,19.0,Loamy,Maize,4,58,42,7.31,Optimal,Deficient,Deficient,Optimal,Optimal,Urea,SOP,Green manure,FYM,Green manure,Maintain pH,Irrigation,Urea
24.45,66.68,82.78,Loamy,Rice,102,64,21,6.75,Optimal,Excess,Excess,Optimal,Deficient,SOP,TSP,Banana pseudostem compost,Bone meal,Azolla,Maintain pH,Drainage,SOP
31.86,44.29,68.15,Loamy,Millets,33,56,178,5.78,Acidic,Optimal,Deficient,Optimal,Excess,Urea (small doses),MOP,FYM,FYM,FYM,Lime,Maintain moisture,Urea (small doses)
30.83,82.53,31.67,Clayey,Sugarcane,104,34,53,6.1,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,Bone meal,Banana trash compost,Press mud compost,Maintain pH,Maintain moisture,DAP
22.23,51.34,47.6,Clayey,Cotton,85,51,16,5.3,Acidic,Optimal,Optimal,Optimal,Deficient,SOP,DAP,Banana peel compost,FYM,FYM,Lime,Maintain moisture,SOP
30.18,93.46,29.68,Sandy,Cotton,88,60,10,7.36,Optimal,Deficient,Optimal,Optimal,Deficient,MOP,SSP,Ash,Banana peel compost,Rock phosphate,Maintain pH,Irrigation,MOP
25.65,63.12,40.65,Clayey,Millets,106,9,101,6.95,Optimal,Optimal,Excess,Deficient,Optimal,SSP,MOP,Rock phosphate,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,SSP
23.59,86.16,52.6,Loamy,Soybean,67,15,101,6.88,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Bone meal,Wood ash,Rhizobium inoculation,Maintain pH,Maintain moisture,DAP
27.3,58.79,74.8,Loamy,Millets,89,96,176,6.26,Optimal,Excess,Optimal,Excess,Excess,DAP,SSP,Banana peel powder,Green leaf manure,Green leaf manure,Maintain pH,Drainage,DAP
28.12,84.46,33.5,Clayey,Groundnut,107,3,176,6.0,Optimal,Optimal,Excess,Deficient,Excess,SSP,MOP,Rock phosphate,Banana compost,FYM,Maintain pH,Maintain moisture,SSP
28.21,49.79,51.07,Sandy,Soybean,14,14,35,8.22,Alkaline,Optimal,Deficient,Deficient,Deficient,DAP starter,MOP,FYM,Bone meal,Banana peel compost,Gypsum,Maintain moisture,DAP starter
25.8,64.23,68.32,Loamy,Cotton,116,6,80,7.22,Optimal,Optimal,Excess,Deficient,Optimal,SSP,MOP,Poultry manure,Oil cakes,Poultry manure,Maintain pH,Maintain moisture,SSP
15.99,45.2,81.04,Loamy,Tea,72,3,131,6.49,Optimal,Excess,Optimal,Deficient,Excess,Rock Phosphate,SSP,Poultry manure,Rock phosphate,FYM,Maintain pH,Drainage,Rock Phosphate
33.57,57.34,64.96,Loamy,Rice,113,92,76,6.55,Optimal,Optimal,Excess,Excess,Optimal,DAP,SSP,Wood ash,Vermicompost,Rock phosphate,Maintain pH,Maintain moisture,DAP
26.11,79.02,41.33,Sandy,Millets,109,65,82,7.5,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Wood ash,Green leaf manure,Green leaf manure,Maintain pH,Maintain moisture,DAP
22.29,52.79,44.24,Clayey,Rice,45,55,47,6.29,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Azolla,FYM,Bone meal,Maintain pH,Maintain moisture,DAP
27.39,88.51,40.56,Clayey,Sugarcane,90,4,41,5.68,Acidic,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Green manure,Press mud compost,Lime,Maintain moisture,DAP
23.4,94.75,51.75,Loamy,Coffee,33,76,179,6.25,Optimal,Optimal,Deficient,Optimal,Excess,Urea,SOP,FYM,Wood ash,Bone meal,Maintain pH,Maintain moisture,Urea
16.22,56.28,40.43,Loamy,Wheat,73,18,79,6.8,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,Wood ash,Azotobacter,Maintain pH,Maintain moisture,DAP
25.94,51.67,43.43,Loamy,Millets,36,46,91,6.22,Optimal,Optimal,Deficient,Optimal,Optimal,Urea (small doses),MOP,Green leaf manure,FYM,FYM,Maintain pH,Maintain moisture,Urea (small doses)
18.16,75.25,32.07,Clayey,Pulses,30,34,147,5.79,Acidic,Optimal,Deficient,Deficient,Excess,Starter DAP,DAP,Rhizobium inoculation,Poultry manure,Poultry manure,Lime,Maintain moisture,Starter DAP
21.51,75.66,21.11,Clayey,Sugarcane,98,17,66,6.77,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Press mud compost,Wood ash,Maintain pH,Continuous irrigation,SSP
29.38,72.25,18.83,Loamy,Cotton,57,27,20,6.71,Optimal,Deficient,Optimal,Deficient,Deficient,SOP,DAP,Rock phosphate,Ash,Ash,Maintain pH,Irrigation,SOP
20.6,54.7,67.27,Clayey,Millets,59,41,63,6.12,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,FYM,Banana peel powder,Banana peel powder,Maintain pH,Maintain moisture,DAP
24.19,35.49,74.6,Sandy,Millets,94,77,150,7.63,Alkaline,Excess,Optimal,Optimal,Excess,DAP,MOP,Banana peel powder,FYM,Wood ash,DAP,Drainage,DAP
17.19,68.15,46.42,Loamy,Wheat,105,8,133,7.07,Optimal,Optimal,Excess,Deficient,Excess,TSP,SSP,Poultry manure,Banana peel manure,Azotobacter,Maintain pH,Maintain moisture,TSP
25.88,35.89,71.09,Loamy,Rice,102,64,123,6.31,Optimal,Excess,Excess,Optimal,Excess,DAP,SSP,Vermicompost,Banana pseudostem compost,Wood ash,Maintain pH,Drainage,DAP
27.21,77.95,19.17,Loamy,Pulses,89,27,90,7.5,Alkaline,Deficient,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Poultry manure,Wood ash,Gypsum,Irrigation,DAP
20.9,75.0,34.55,Sandy,Tea,58,9,20,6.9,Optimal,Optimal,Optimal,Deficient,Deficient,SOP,Rock Phosphate,Rock phosphate,Banana peel compost,Mustard cake,Maintain pH,Maintain moisture,SOP
32.44,77.11,54.95,Clayey,Millets,60,86,69,5.99,Acidic,Optimal,Optimal,Excess,Optimal,DAP,MOP,Wood ash,Green leaf manure,Banana peel powder,Lime,Maintain moisture,DAP
19.54,41.27,30.9,Loamy,Tea,90,98,58,6.53,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SSP,Rock phosphate,Rock phosphate,Vermicompost,Maintain pH,Maintain moisture,DAP
34.33,90.59,68.21,Loamy,Rice,103,78,83,7.01,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Azolla,FYM,Wood ash,Maintain pH,Maintain moisture,DAP
27.71,70.0,22.96,Sandy,Rice,90,75,125,7.55,Alkaline,Deficient,Optimal,Optimal,Excess,DAP,SSP,Vermicompost,Wood ash,Wood ash,Gypsum,Irrigation,DAP
18.75,75.2,72.51,Clayey,Tea,114,31,162,6.94,Optimal,Excess,Excess,Deficient,Excess,Rock Phosphate,SSP,Poultry manure,Wood ash,FYM,Maintain pH,Drainage,Rock Phosphate
18.57,90.97,32.03,Sandy,Pulses,90,16,56,7.66,Alkaline,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Wood ash,Wood ash,Gypsum,Maintain moisture,SSP
23.35,49.78,80.96,Sandy,Coffee,24,4,112,6.86,Optimal,Excess,Deficient,Deficient,Optimal,Urea,SSP,Oilseed cakes,Rock phosphate,Wood ash,Maintain pH,Drainage,Urea
22.25,46.62,48.59,Clayey,Sugarcane,81,39,45,7.11,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,FYM,Banana trash compost,Rock phosphate,Maintain pH,Maintain moisture,DAP
19.01,67.39,34.06,Loamy,Coffee,71,40,17,5.65,Acidic,Optimal,Optimal,Optimal,Deficient,SOP,SSP,Banana stem compost,Rock phosphate,Compost,Lime,Maintain moisture,SOP
25.42,61.87,68.92,Clayey,Groundnut,46,18,117,7.26,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Neem cake,Wood ash,Maintain pH,Maintain moisture,SSP
23.62,80.72,74.41,Loamy,Groundnut,21,91,64,7.14,Optimal,Excess,Deficient,Excess,Optimal,Light Urea,MOP,Neem cake,Wood ash,Wood ash,Maintain pH,Drainage,Light Urea
14.97,69.19,65.01,Loamy,Tea,91,24,69,7.22,Optimal,Optimal,Optimal,Deficient,Optimal,Rock Phosphate,SSP,Poultry manure,Banana peel compost,Banana peel compost,Maintain pH,Maintain moisture,Rock Phosphate
16.29,56.32,64.7,Loamy,Tea,46,49,70,6.98,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Vermicompost,Banana peel compost,Wood ash,Maintain pH,Maintain moisture,DAP
27.65,62.11,80.64,Sandy,Groundnut,93,37,112,6.76,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Neem cake,FYM,FYM,Maintain pH,Drainage,DAP
19.14,56.39,63.29,Loamy,Maize,95,51,30,7.0,Optimal,Optimal,Optimal,Optimal,Deficient,SOP,SSP,Banana stem compost,Banana stem compost,Rock phosphate,Maintain pH,Maintain moisture,SOP
22.86,71.8,69.59,Clayey,Sugarcane,67,48,151,5.64,Acidic,Optimal,Optimal,Optimal,Excess,DAP,MOP,Green manure,Press mud compost,Wood ash,Lime,Maintain moisture,DAP
35.15,37.03,40.37,Clayey,Cotton,28,2,135,6.66,Optimal,Optimal,Deficient,Deficient,Excess,Urea,SSP,Oil cakes,Poultry manure,Rock phosphate,Maintain pH,Maintain moisture,Urea
22.2,44.56,51.39,Clayey,Soybean,78,87,8,5.13,Acidic,Optimal,Optimal,Excess,Deficient,MOP,SSP,Banana peel compost,Vermicompost,Bone meal,Lime,Maintain moisture,MOP
19.03,40.85,26.99,Sandy,Pulses,86,88,128,7.59,Alkaline,Deficient,Optimal,Excess,Excess,DAP,MOP,FYM,Compost,Banana waste,Gypsum,Irrigation,DAP
21.45,76.29,45.56,Loamy,Maize,100,44,95,7.09,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Green manure,Green manure,Banana stem compost,Maintain pH,Maintain moisture,DAP
21.82,40.78,23.35,Loamy,Wheat,17,57,151,6.79,Optimal,Deficient,Deficient,Optimal,Excess,Urea,SOP,Azotobacter,Mustard cake,Vermicompost,Maintain pH,Irrigation (CRI/booting/grain filling),Urea
23.95,41.1,76.09,Loamy,Millets,25,56,66,6.06,Optimal,Excess,Deficient,Optimal,Optimal,Urea (small doses),MOP,Green leaf manure,Rock phosphate,FYM,Maintain pH,Drainage,Urea (small doses)
27.95,91.66,66.67,Loamy,Maize,115,62,96,6.58,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Wood ash,Green manure,Wood ash,Maintain pH,Maintain moisture,DAP
31.26,57.73,75.14,Loamy,Millets,6,34,116,6.46,Optimal,Excess,Deficient,Deficient,Optimal,Urea (small doses),SSP,Green leaf manure,Rock phosphate,Wood ash,Maintain pH,Drainage,Urea (small doses)
29.3,72.81,61.13,Sandy,Millets,113,33,1,7.44,Optimal,Optimal,Excess,Deficient,Deficient,MOP,SSP,Rock phosphate,Banana peel powder,Banana peel powder,Maintain pH,Maintain moisture,MOP
22.9,81.78,58.0,Loamy,Wheat,88,68,46,7.02,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Mustard cake,Azotobacter,Vermicompost,Maintain pH,Maintain moisture,DAP
13.43,54.37,41.02,Sandy,Wheat,43,61,36,7.86,Alkaline,Optimal,Optimal,Optimal,Deficient,MOP,TSP,Wood ash,Wood ash,Poultry manure,Organic matter,Maintain moisture,MOP
10.34,44.67,18.86,Loamy,Wheat,63,33,51,6.48,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Poultry manure,Mustard cake,Maintain pH,Irrigation (CRI/booting/grain filling),SSP
26.53,59.17,24.09,Sandy,Rice,58,69,170,7.87,Alkaline,Deficient,Optimal,Optimal,Excess,DAP,MOP,Rock phosphate,Banana pseudostem compost,Vermicompost,Gypsum,Irrigation,DAP
30.45,77.04,65.06,Sandy,Millets,9,28,164,7.74,Alkaline,Optimal,Deficient,Deficient,Excess,Urea (small doses),SSP,Green leaf manure,Rock phosphate,FYM,DAP,Maintain moisture,Urea (small doses)
32.81,52.41,65.23,Loamy,Sugarcane,64,0,139,6.62,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Bone meal,Green manure,FYM,Maintain pH,Maintain moisture,SSP
33.09,77.64,63.66,Loamy,Sugarcane,42,61,57,6.27,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Press mud compost,Banana trash compost,Rock phosphate,Maintain pH,Maintain moisture,DAP
26.24,36.32,18.19,Loamy,Millets,14,70,165,6.53,Optimal,Deficient,Deficient,Optimal,Excess,Urea (small doses),MOP,Green leaf manure,Green leaf manure,Banana peel powder,Maintain pH,Light irrigation,Urea (small doses)
33.94,42.55,78.96,Loamy,Cotton,117,47,31,6.71,Optimal,Excess,Excess,Optimal,Deficient,MOP,SSP,Banana peel compost,Poultry manure,Rock phosphate,Maintain pH,Drainage,MOP
22.23,44.98,41.21,Clayey,Cotton,33,98,116,6.65,Optimal,Optimal,Deficient,Excess,Optimal,Ammonium Sulphate,MOP,Oil cakes,Rock phosphate,Poultry manure,Maintain pH,Maintain moisture,Ammonium Sulphate
20.07,94.86,18.04,Clayey,Pulses,6,12,178,5.84,Acidic,Deficient,Deficient,Deficient,Excess,Starter DAP,DAP,Compost,Rock phosphate,Compost,Lime,Irrigation,Starter DAP
32.88,64.17,28.99,Clayey,Maize,40,28,86,6.07,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Wood ash,Banana stem compost,Maintain pH,Irrigation,SSP
32.52,56.01,32.84,Loamy,Rice,100,24,36,6.57,Optimal,Optimal,Optimal,Deficient,Deficient,SOP,DAP,Rock phosphate,Banana pseudostem compost,Vermicompost,Maintain pH,Maintain moisture,SOP
21.21,77.57,39.06,Clayey,Tea,37,82,76,6.12,Optimal,Optimal,Deficient,Optimal,Optimal,Urea,SOP,Neem cake,Poultry manure,Banana peel compost,Maintain pH,Maintain moisture,Urea
21.37,83.88,58.81,Sandy,Sugarcane,14,35,38,7.91,Alkaline,Optimal,Deficient,Optimal,Deficient,CAN,MOP,Press mud compost,Banana trash compost,Banana trash compost,Gypsum,Maintain moisture,CAN
29.52,83.9,32.83,Clayey,Rice,9,36,62,6.56,Optimal,Optimal,Deficient,Optimal,Optimal,Ammonium Sulphate,SOP,FYM,Azolla,Rock phosphate,Maintain pH,Maintain moisture,Ammonium Sulphate
24.15,93.4,59.38,Clayey,Rice,100,55,17,6.43,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,TSP,Banana pseudostem compost,FYM,Banana pseudostem compost,Maintain pH,Maintain moisture,MOP
26.77,37.42,80.25,Clayey,Pulses,67,38,99,5.95,Acidic,Excess,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Poultry manure,Rock phosphate,Lime,Avoid waterlogging,DAP
26.52,44.31,16.37,Loamy,Soybean,17,3,17,6.31,Optimal,Deficient,Deficient,Deficient,Deficient,DAP starter,MOP,Rhizobium inoculation,Rock phosphate,Wood ash,Maintain pH,Irrigation,DAP starter
11.67,76.15,47.14,Sandy,Wheat,96,4,44,8.17,Alkaline,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,Banana peel manure,Vermicompost,Organic matter,Maintain moisture,DAP
20.55,50.53,50.74,Loamy,Pulses,20,62,1,6.08,Optimal,Optimal,Deficient,Optimal,Deficient,Starter DAP,MOP,Compost,Wood ash,Compost,Maintain pH,Maintain moisture,Starter DAP
18.26,85.54,58.76,Loamy,Soybean,38,67,64,6.87,Optimal,Optimal,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,FYM,Vermicompost,Maintain pH,Maintain moisture,DAP starter
21.08,53.99,74.62,Sandy,Sugarcane,82,90,84,7.1,Optimal,Excess,Optimal,Excess,Optimal,DAP,SSP,FYM,Banana trash compost,Banana trash compost,Maintain pH,Drainage,DAP
31.67,80.35,49.33,Clayey,Groundnut,83,37,102,6.7,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Rock phosphate,FYM,Maintain pH,Maintain moisture,DAP
31.75,75.75,58.47,Clayey,Rice,76,7,49,6.49,Optimal,Optimal,Optimal,Deficient,Optimal,TSP,SSP,PSB,PSB,Bone meal,Maintain pH,Maintain moisture,TSP
25.74,54.84,53.66,Loamy,Pulses,7,31,174,6.12,Optimal,Optimal,Deficient,Deficient,Excess,Starter DAP,SSP,Compost,Poultry manure,Banana waste,Maintain pH,Maintain moisture,Starter DAP
24.77,65.55,33.65,Loamy,Coffee,74,34,7,6.56,Optimal,Optimal,Optimal,Deficient,Deficient,SOP,DAP,Bone meal,Wood ash,Wood ash,Maintain pH,Maintain moisture,SOP
22.92,80.85,30.66,Loamy,Tea,59,46,154,7.04,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Wood ash,Poultry manure,Mustard cake,Maintain pH,Maintain moisture,DAP
20.45,55.66,73.47,Loamy,Maize,65,61,32,6.06,Optimal,Excess,Optimal,Optimal,Deficient,MOP,DAP,Banana stem compost,PSB,Green manure,Maintain pH,Drainage,MOP
28.75,87.05,80.1,Loamy,Soybean,29,98,31,6.39,Optimal,Excess,Deficient,Excess,Deficient,DAP starter,MOP,Vermicompost,Banana peel compost,Wood ash,Maintain pH,Drainage,DAP starter
25.16,60.2,50.75,Loamy,Cotton,84,88,82,7.03,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SSP,Vermicompost,Poultry manure,Vermicompost,Maintain pH,Maintain moisture,DAP
22.05,72.55,19.85,Loamy,Soybean,112,84,90,6.52,Optimal,Deficient,Excess,Optimal,Optimal,DAP,SSP,Bone meal,Rhizobium inoculation,Bone meal,Maintain pH,Irrigation,DAP
28.84,40.89,29.2,Loamy,Soybean,62,92,128,7.26,Optimal,Deficient,Optimal,Excess,Excess,DAP,SSP,Rhizobium inoculation,Rock phosphate,Bone meal,Maintain pH,Irrigation,DAP
23.8,81.34,23.41,Loamy,Tea,89,68,129,6.38,Optimal,Deficient,Optimal,Optimal,Excess,DAP,SOP,Neem cake,Poultry manure,Banana peel compost,Maintain pH,Irrigation,DAP
24.78,69.33,30.04,Clayey,Soybean,29,22,103,5.75,Acidic,Optimal,Deficient,Deficient,Optimal,DAP starter,DAP,Rhizobium inoculation,Bone meal,Bone meal,Lime,Maintain moisture,DAP starter
21.92,72.63,63.32,Loamy,Groundnut,59,67,55,6.7,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,FYM,Rock phosphate,Neem cake,Maintain pH,Maintain moisture,DAP
22.93,87.02,17.1,Clayey,Rice,88,85,125,5.86,Acidic,Deficient,Optimal,Optimal,Excess,DAP,SSP,Banana pseudostem compost,Banana pseudostem compost,Banana pseudostem compost,Lime,Irrigation,DAP
30.75,84.87,64.72,Sandy,Millets,0,96,153,8.09,Alkaline,Optimal,Deficient,Excess,Excess,Urea (small doses),MOP,Green leaf manure,FYM,Wood ash,DAP,Maintain moisture,Urea (small doses)
32.76,43.18,77.38,Loamy,Sugarcane,69,22,88,6.51,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Rock phosphate,Press mud compost,Maintain pH,Drainage,SSP
28.41,79.65,79.39,Clayey,Pulses,41,67,118,6.35,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Banana waste,FYM,Rhizobium inoculation,Maintain pH,Avoid waterlogging,DAP
32.7,82.2,72.85,Sandy,Millets,64,48,58,8.11,Alkaline,Excess,Optimal,Optimal,Optimal,DAP,MOP,Rock phosphate,Banana peel powder,Banana peel powder,DAP,Drainage,DAP
32.46,44.28,75.02,Loamy,Millets,114,89,83,7.2,Optimal,Excess,Excess,Excess,Optimal,DAP,SSP,Banana peel powder,FYM,Banana peel powder,Maintain pH,Drainage,DAP
19.32,50.24,84.16,Loamy,Soybean,7,72,104,6.96,Optimal,Excess,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,Banana peel compost,FYM,Maintain pH,Drainage,DAP starter
20.5,70.57,60.34,Loamy,Coffee,113,51,108,7.13,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,FYM,Oilseed cakes,Banana stem compost,Maintain pH,Maintain moisture,DAP
35.48,60.64,66.88,Clayey,Cotton,54,62,62,5.11,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Vermicompost,FYM,Vermicompost,Lime,Maintain moisture,DAP
23.59,37.08,55.21,Loamy,Rice,37,21,146,6.98,Optimal,Optimal,Deficient,Deficient,Excess,Ammonium Sulphate,SSP,Azolla,Bone meal,Banana pseudostem compost,Maintain pH,Maintain moisture,Ammonium Sulphate
19.66,92.17,67.88,Clayey,Pulses,23,90,30,6.17,Optimal,Optimal,Deficient,Excess,Deficient,Starter DAP,MOP,FYM,Banana waste,Rock phosphate,Maintain pH,Maintain moisture,Starter DAP
23.39,91.95,42.82,Sandy,Rice,44,71,148,7.6,Alkaline,Optimal,Optimal,Optimal,Excess,DAP,SSP,Wood ash,Bone meal,PSB,Gypsum,Maintain moisture,DAP
31.59,66.71,42.41,Loamy,Millets,2,79,12,7.2,Optimal,Optimal,Deficient,Optimal,Deficient,Urea (small doses),MOP,Green leaf manure,Wood ash,FYM,Maintain pH,Maintain moisture,Urea (small doses)
29.45,59.9,30.91,Loamy,Cotton,19,15,149,6.32,Optimal,Optimal,Deficient,Deficient,Excess,Urea,SSP,FYM,Rock phosphate,Oil cakes,Maintain pH,Maintain moisture,Urea
25.31,65.17,41.57,Clayey,Soybean,9,16,99,5.25,Acidic,Optimal,Deficient,Deficient,Optimal,DAP starter,SSP,FYM,Rock phosphate,Banana peel compost,Lime,Maintain moisture,DAP starter
18.96,66.79,15.46,Loamy,Pulses,13,94,170,7.03,Optimal,Deficient,Deficient,Excess,Excess,Starter DAP,MOP,Compost,Banana waste,Rhizobium inoculation,Maintain pH,Irrigation,Starter DAP
19.73,71.2,55.34,Loamy,Soybean,15,19,0,6.86,Optimal,Optimal,Deficient,Deficient,Deficient,DAP starter,MOP,Rhizobium inoculation,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,DAP starter
23.87,46.98,78.23,Sandy,Soybean,29,76,105,6.12,Optimal,Excess,Deficient,Optimal,Optimal,DAP starter,MOP,FYM,FYM,FYM,Maintain pH,Drainage,DAP starter
25.29,71.7,78.97,Loamy,Wheat,34,76,131,6.76,Optimal,Excess,Deficient,Optimal,Excess,CAN,SOP,Azotobacter,Poultry manure,Wood ash,Maintain pH,Drainage,CAN
24.59,80.12,61.95,Clayey,Soybean,64,35,108,4.97,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Banana peel compost,Rock phosphate,Rhizobium inoculation,Lime,Maintain moisture,DAP
23.44,80.44,75.17,Loamy,Coffee,65,9,159,6.96,Optimal,Excess,Optimal,Deficient,Excess,SSP,MOP,Bone meal,FYM,Rock phosphate,Maintain pH,Drainage,SSP
32.43,77.52,18.82,Clayey,Rice,32,65,91,6.19,Optimal,Deficient,Deficient,Optimal,Optimal,CAN,MOP,Azolla,PSB,Vermicompost,Maintain pH,Irrigation,CAN
30.55,36.33,63.38,Sandy,Millets,14,89,179,7.17,Optimal,Optimal,Deficient,Excess,Excess,Urea (small doses),MOP,FYM,FYM,Wood ash,Maintain pH,Maintain moisture,Urea (small doses)
25.13,35.39,74.25,Clayey,Soybean,21,24,110,5.97,Acidic,Excess,Deficient,Deficient,Optimal,DAP starter,DAP,FYM,Bone meal,FYM,Lime,Drainage,DAP starter
35.95,92.93,46.17,Sandy,Cotton,48,79,110,6.41,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Poultry manure,Banana peel compost,Rock phosphate,Maintain pH,Maintain moisture,DAP
23.14,75.4,40.41,Loamy,Soybean,80,19,178,6.79,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Bone meal,Rock phosphate,Bone meal,Maintain pH,Maintain moisture,SSP
18.86,47.15,47.46,Loamy,Pulses,24,60,67,6.86,Optimal,Optimal,Deficient,Optimal,Optimal,Starter DAP,MOP,Compost,Wood ash,Banana waste,Maintain pH,Maintain moisture,Starter DAP
